text,slot,intent
i need a table for at in,O O O O O B-party_size_number O B-timeRange I-timeRange O B-city I-city,BookRestaurant
put this on playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
weather for,O O B-geographic_poi I-geographic_poi I-geographic_poi,GetWeather
where can i watch the for,O O O O O B-object_type O B-object_name I-object_name,SearchCreativeWork
add to,O B-entity_name I-entity_name I-entity_name O B-playlist,AddToPlaylist
show,O B-object_name B-object_type,SearchCreativeWork
show me the for that are in,O O O B-object_type I-object_type O B-movie_type I-movie_type O O O B-location_name B-spatial_relation I-spatial_relation,SearchScreeningEvent
i need to book a table for people at in,O O O O O O O B-party_size_number O O B-restaurant_name I-restaurant_name I-restaurant_name O B-country,BookRestaurant
i need a table for at a place from,O O O O O B-party_size_number O O O B-spatial_relation I-spatial_relation O B-state,BookRestaurant
add to the playlist,O B-artist I-artist I-artist O O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
what is the weather forecast for,O O O O O O B-city,GetWeather
find at,O B-movie_name I-movie_name I-movie_name O B-location_name I-location_name,SearchScreeningEvent
add this to,O O B-music_item O B-playlist_owner B-playlist I-playlist,AddToPlaylist
show creative,O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
book me a in for in,O O O B-restaurant_type O B-city I-city O B-party_size_description I-party_size_description I-party_size_description O B-state,BookRestaurant
i want food in,O O O O B-city,GetWeather
i need a reservation for,O O O O O B-timeRange I-timeRange I-timeRange,BookRestaurant
give /,O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit,RateBook
put s onto the playlist,O B-artist I-artist O B-music_item O O B-playlist I-playlist O,AddToPlaylist
play music from,O B-sort B-music_item O O B-year,PlayMusic
add to,O B-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
what can i see at,O B-movie_type I-movie_type O O O O B-location_name I-location_name,SearchScreeningEvent
tell me if it ll be on,O O O O O O B-condition_description B-current_location O B-timeRange I-timeRange I-timeRange I-timeRange,GetWeather
what are,O B-movie_type I-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent
what is the weather forecast for,O O O O O O B-state I-state,GetWeather
rate a,O B-object_select B-object_type O B-rating_value,RateBook
book a table at to,O O O O B-restaurant_name I-restaurant_name I-restaurant_name B-spatial_relation O B-poi I-poi I-poi I-poi,BookRestaurant
is there a,O O O B-condition_description B-current_location,GetWeather
what is the playing,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent
what time is playing,O O O B-movie_name I-movie_name O,SearchScreeningEvent
what are there at,O B-object_type I-object_type O O O B-location_name I-location_name,SearchScreeningEvent
show me,O O B-object_type I-object_type,SearchScreeningEvent
how can i watch the,O O O O O B-object_type I-object_type B-object_name I-object_name,SearchCreativeWork
at what will the weather be,O B-timeRange I-timeRange O O O O O B-current_location,GetWeather
play the next by on,O O O B-music_item O B-artist I-artist I-artist O B-service,PlayMusic
play,O B-album I-album I-album I-album I-album,PlayMusic
give,O B-object_select B-object_type B-object_part_of_series_type B-rating_value B-rating_unit,RateBook
please give me the for,O O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
book a reservation for in,O O O O B-restaurant_type O B-state,BookRestaurant
find for,O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent
add a to playlist,O O B-music_item O B-playlist_owner O B-playlist I-playlist I-playlist,AddToPlaylist
book me a reservation for in,O O O O O B-restaurant_name I-restaurant_name B-timeRange I-timeRange I-timeRange O B-city,BookRestaurant
which are playing,O B-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent
play a by on,O O B-music_item O B-artist I-artist O B-service I-service,PlayMusic
when is playing at,O O B-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name I-location_name,SearchScreeningEvent
add to,O B-playlist I-playlist I-playlist O B-artist I-artist,AddToPlaylist
rate a,O B-object_name I-object_name O B-rating_value,RateBook
find me a for in that has access to a,O O O B-restaurant_type O B-party_size_number O B-state O O O O O B-facility,BookRestaurant
give the on my playlist a rating of,O O B-object_select B-object_type O O O O O O B-rating_value,RateBook
rate out of,O B-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit,RateBook
i want to watch the,O O O O O B-object_type B-object_name,SearchCreativeWork
add to,O B-artist I-artist O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
can i listen to music from the genre,O O O O O O O B-genre I-genre O,PlayMusic
play on by,O B-album I-album I-album I-album I-album O B-service O B-artist I-artist,PlayMusic
find,O B-movie_name I-movie_name,SearchScreeningEvent
has weather,B-city O B-condition_temperature O,GetWeather
find a called,O O B-object_type O B-object_name I-object_name,SearchCreativeWork
find a,O B-object_name I-object_name I-object_name O B-object_type I-object_type,SearchCreativeWork
can i hear the,O O O O B-object_type B-object_name I-object_name,SearchCreativeWork
i need to hear some music off of,O O O O O B-genre O O O B-service,PlayMusic
deserves out of,B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value O O B-best_rating B-rating_unit,RateBook
what is the weather forecast in,O O O O O O B-city B-state I-state,GetWeather
can you add an to playlist,O O O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
find,O B-object_name I-object_name I-object_name,SearchCreativeWork
rate out of,O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit,RateBook
can you play something from the preferably a,O O O O O O B-year O O B-music_item,PlayMusic
add to playlist the name,O O O B-playlist I-playlist I-playlist I-playlist I-playlist O O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name,AddToPlaylist
book a in for people,O O B-restaurant_type O B-city I-city O B-party_size_number O,BookRestaurant
tell me if there will be in,O O O O O O B-condition_description O B-state,GetWeather
show me when and where i can see,O O O O O O O O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent
what time is playing,O O O B-movie_name I-movie_name O,SearchScreeningEvent
i would like to see a for at the,O O O O O O B-object_type O B-movie_type O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent
add this to the playlist,O O B-music_item O O B-playlist I-playlist O,AddToPlaylist
the the should have a rating of to,O B-object_type O B-object_name I-object_name I-object_name O O O O O B-rating_value O B-best_rating B-rating_unit,RateBook
rate,O B-object_select B-object_type B-rating_value B-rating_unit,RateBook
give out of,O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit O O B-best_rating,RateBook
find for me,O B-object_name I-object_name I-object_name O O,SearchCreativeWork
what are playing at the,O B-movie_type O O O O B-location_name I-location_name I-location_name,SearchScreeningEvent
add to palylist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
show,O B-object_name I-object_name,SearchCreativeWork
find the for,O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
i want to book a in for people,O O O O O B-restaurant_type O B-city B-state I-state O B-party_size_number O,BookRestaurant
will there be any in on,O O O O B-condition_description O B-state O B-timeRange,GetWeather
i want to book a for people,O O O O O B-restaurant_type B-spatial_relation B-state O B-party_size_number O,BookRestaurant
show creativity of,O O O B-object_type B-object_name I-object_name,SearchCreativeWork
rate this,O O B-object_select B-object_type B-rating_value,RateBook
i would like to book a as for on,O O O O O O B-restaurant_type B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation O B-poi I-poi O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-timeRange,BookRestaurant
rate of,O B-object_select B-object_type B-rating_value O B-best_rating,RateBook
what is the forecast for in,O O O O O B-timeRange I-timeRange O B-country,GetWeather
is playing at the to me,O B-movie_name I-movie_name I-movie_name I-movie_name O O O B-object_location_type I-object_location_type B-spatial_relation O O,SearchScreeningEvent
book a reservation for at in,O O O O B-party_size_number O B-restaurant_name I-restaurant_name O B-timeRange,BookRestaurant
show me the,O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
want to go to a,B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O O B-restaurant_type B-timeRange I-timeRange I-timeRange,BookRestaurant
a of quality deserves rating of,O B-object_type O B-object_select O O B-object_name O O B-rating_value B-rating_unit,RateBook
give to,O B-rating_value B-rating_unit O B-object_select B-object_type,RateBook
what will the weather be in,O O O O O B-timeRange I-timeRange O B-city I-city,GetWeather
show me the of movie,O O O B-object_type O O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent
where can i find the,O O O O O B-object_type I-object_type,SearchScreeningEvent
what s the weather going to be like,O O O O O O O O B-current_location B-timeRange I-timeRange I-timeRange,GetWeather
play,O B-artist I-artist B-year B-music_item I-music_item,PlayMusic
rate out of,O B-object_select B-object_type B-rating_value O O B-best_rating,RateBook
add this to playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
add to,O B-artist I-artist O B-playlist_owner I-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist
check the weather for around in,O O O O O B-timeRange O B-country I-country I-country I-country I-country I-country I-country,GetWeather
rate a,O B-object_select B-object_type O B-rating_value,RateBook
i need a table at a restaurnt in for,O O O O O O B-spatial_relation I-spatial_relation O O B-poi O B-party_size_number,BookRestaurant
what is the weather like in,O O O O O O B-state,GetWeather
how much will it be once to,O O B-condition_temperature O O O O B-spatial_relation O B-country,GetWeather
a to the playlist,O B-artist O O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
can you find me the,O O O O O B-object_name I-object_name I-object_name I-object_name B-object_type,SearchCreativeWork
help me find the work titled,O O O O O O B-object_name I-object_name I-object_name,SearchCreativeWork
find,O B-object_type I-object_type,SearchScreeningEvent
where can i find the,O O O O O B-object_type I-object_type,SearchScreeningEvent
how will the weather be at in,O O O O O O B-timeRange I-timeRange O B-state,GetWeather
